   64.2    -0.78  25.802  -0.4861
   64.4    -0.58  25.842  -0.4548
   64.5    -0.26  25.885  -0.4709
   64.4    -0.79  25.926  -0.4742
   64.7    -0.59  25.969  -0.4841
   64.8    -0.75  26.013  -0.4883
   64.8    -0.59  26.055  -0.4820
   65.1    -0.45  26.096  -0.4967
   65.1    -0.33  26.136  -0.5166
   65.2    -0.47  26.177  -0.5133
   65.3    -0.33  26.219  -0.5172
   65.4    -0.24  26.261  -0.5101
   65.5    -0.38  26.301  -0.5165
   65.5    -0.45  26.342  -0.5295
   65.8     0.02  26.381  -0.5307
   65.8    -0.55  26.423  -0.5273
   65.8    -0.30  26.466  -0.5233
   66.0    -0.19  26.508  -0.5105
   66.0    -0.54  26.548  -0.5057
   66.0    -0.54  26.588  -0.5105
   66.2    -0.65  26.631  -0.5054
   66.3    -0.08  26.672  -0.5122
   66.4    -0.69  26.715  -0.5113
   66.4    -0.58  26.758  -0.5062
   66.5    -0.48  26.801  -0.5114
   66.6    -0.64  26.846  -0.5165
   66.8    -0.55  26.892  -0.5038
   66.8    -0.69  26.938  -0.5159
   67.1    -0.21  26.981  -0.5162
   67.0    -0.62  27.022  -0.5277
   67.3     0.05  27.063  -0.5354
   67.3    -0.27  27.103  -0.5413
   67.3    -0.45  27.143  -0.5382
   67.5    -0.49  27.183  -0.5505
   67.4    -0.57  27.226  -0.5438
   67.4    -0.75  27.269  -0.5400
   67.7    -0.42  27.310  -0.5404
   67.7    -0.80  27.353  -0.5400
   67.8    -0.73  27.394  -0.5433
   68.0    -0.43  27.434  -0.5524
   68.0    -0.34  27.475  -0.5474
   68.1    -0.69  27.516  -0.5394
   68.2    -0.66  27.557  -0.5434
   68.3    -0.48  27.600  -0.5431
   68.5    -0.46  27.640  -0.5426
   68.4    -0.71  27.680  -0.5413
   68.6    -0.46  27.720  -0.5295
   68.8    -0.55  27.763  -0.5223
   69.1    -0.46  27.804  -0.5293
   69.2     0.06  27.844  -0.5297
   69.1    -0.18  27.886  -0.5261
   69.1    -0.65  27.925  -0.5151
   69.2    -0.39  27.965  -0.5086
   69.5    -0.17  28.006  -0.5076
   69.4    -0.42  28.047  -0.5057
   69.5    -0.78  28.087  -0.5047
   69.5    -0.42  28.129  -0.5071
   69.6    -0.81  28.171  -0.5173
   69.8    -0.55  28.214  -0.5211
   69.9    -0.09  28.253  -0.5154
   70.0    -0.31  28.294  -0.5178
   70.1    -0.44  28.334  -0.5315
   70.2    -0.34  28.375  -0.5298
   70.1    -0.62  28.415  -0.5289
   70.2    -0.65  28.459  -0.5319
   70.4    -0.39  28.500  -0.5354
   70.4    -0.69  28.544  -0.5326
   70.8    -0.07  28.589  -0.5298
   70.8    -0.47  28.633  -0.5253
   70.9    -0.26  28.679  -0.5278
   70.9    -0.73  28.723  -0.5219
   71.0    -0.36  28.766  -0.5198
   71.0    -0.75  28.808  -0.5201
   71.1    -0.95  28.849  -0.5179
   71.4    -0.65  28.891  -0.5201
   71.4    -0.39  28.934  -0.5111
   71.4    -0.38  28.975  -0.4675
   71.6    -0.48  29.017  -0.4708
   71.6    -0.88  29.060  -0.4876
   71.8    -0.60  29.102  -0.4671
   71.9    -0.67  29.145  -0.4591
   72.0    -0.46  29.186  -0.4590
   72.1    -0.47  29.228  -0.4555
   72.3    -0.56  29.271  -0.4491
   72.3    -0.63  29.312  -0.4676
   72.4    -0.65  29.353  -0.4228
   72.3    -0.75  29.395  -0.4604
   72.6    -0.55  29.436  -0.4739
   72.6    -0.60  29.479  -0.4715
   72.6    -0.80  29.519  -0.4629
   72.8    -0.25  29.561  -0.4487
