   13.7     2.56   0.038  -0.0079
   13.7     2.37   0.079   0.0029
   13.7     3.05   0.121  -0.0042
   13.8     2.85   0.161   0.0071
   13.8     2.66   0.198   0.0060
   13.8     2.64   0.240   0.0087
   13.8     2.51   0.280   0.0235
   13.9     2.95   0.321   0.0285
   13.8     2.75   0.362   0.0149
   13.8     2.62   0.407  -0.0091
   13.9     2.39   0.448  -0.0195
   13.8     2.26   0.489  -0.0247
   14.0     2.56   0.527  -0.0232
   13.9     2.62   0.565  -0.0259
   14.0     2.59   0.605  -0.0185
   14.0     2.58   0.647  -0.0189
   14.0     2.36   0.687  -0.0268
   14.1     2.53   0.729  -0.0141
   14.0     2.36   0.769  -0.0125
   14.2     2.55   0.810  -0.0072
   14.2     2.37   0.852  -0.0107
   14.2     2.49   0.892  -0.0074
   14.2     2.71   0.934  -0.0103
   14.3     2.65   0.976  -0.0175
   14.2     2.30   1.018  -0.0214
   14.4     2.53   1.059  -0.0198
   14.4     2.57   1.099  -0.0162
   14.4     2.66   1.139  -0.0145
   14.4     2.14   1.176  -0.0214
   14.4     2.38   1.217  -0.0294
   14.6     2.72   1.259  -0.0234
   14.4     2.25   1.300  -0.0223
   14.5     2.38   1.343  -0.0178
   14.6     2.50   1.385  -0.0155
   14.6     2.50   1.426  -0.0220
   14.6     2.15   1.469  -0.0176
   14.6     2.30   1.509  -0.0148
   14.7     2.64   1.550  -0.0259
   14.7     2.12   1.593  -0.0254
   14.6     2.18   1.634  -0.0186
   14.8     2.33   1.674  -0.0244
   14.9     2.39   1.716  -0.0289
   14.8     2.32   1.754  -0.0233
   14.9     2.29   1.793  -0.0199
   14.9     2.06   1.835  -0.0272
   14.8     1.90   1.875  -0.0240
   15.0     2.32   1.915  -0.0279
   15.1     2.41   1.954  -0.0298
   15.3     2.48   1.996  -0.0235
   15.1     2.67   2.037  -0.0179
   15.1     2.05   2.076  -0.0256
   15.3     2.27   2.115  -0.0265
   15.2     2.06   2.159  -0.0236
   15.2     2.10   2.202  -0.0328
   15.3     2.18   2.244  -0.0310
   15.4     2.18   2.286  -0.0278
   15.7     2.60   2.326  -0.0302
   15.5     2.27   2.364  -0.0306
   15.5     1.95   2.406  -0.0314
   15.6     2.11   2.446  -0.0886
   15.6     2.23   2.489  -0.0825
   15.8     2.12   2.529  -0.0857
   15.7     2.16   2.571  -0.0856
   15.8     2.32   2.614  -0.0838
   15.7     1.87   2.655  -0.0882
   15.9     2.08   2.694  -0.0764
   16.0     2.16   2.736  -0.0813
   16.1     2.29   2.780  -0.0746
   16.1     2.32   2.821  -0.0845
   16.3     2.57   2.862  -0.0767
   16.3     2.33   2.902  -0.0833
   16.3     2.19   2.941  -0.0776
   16.3     1.77   2.982  -0.0846
   16.5     2.36   3.021  -0.0803
   16.3     1.66   3.062  -0.0824
   16.5     2.09   3.101  -0.0830
   16.6     2.16   3.142  -0.0778
   16.8     2.48   3.184  -0.0847
   16.8     2.27   3.224  -0.0775
   16.9     2.05   3.266  -0.0860
   17.1     2.45   3.309  -0.0844
   16.9     1.91   3.352  -0.0756
   17.2     2.40   3.393  -0.0855
   17.2     2.04   3.434  -0.0886
   17.3     2.15   3.475  -0.0835
   17.4     2.05   3.514  -0.0959
   17.5     2.24   3.555  -0.1055
   17.5     2.12   3.595  -0.0974
   17.5     2.06   3.635  -0.1005
   17.6     1.54   3.676  -0.1038
   17.8     2.33   3.716  -0.0965
   17.9     2.03   3.758  -0.0955
   18.0     2.01   3.799  -0.1072
   18.1     2.33   3.839  -0.1057
   18.2     2.35   3.880  -0.0984
   18.2     2.16   3.924  -0.1069
   18.4     2.06   3.966  -0.1009
   18.4     1.89   4.008  -0.1045
   18.6     2.16   4.048  -0.1099
   18.6     2.42   4.088  -0.1049
   18.7     1.89   4.128  -0.1141
   18.9     2.03   4.169  -0.1100
   19.0     2.46   4.208  -0.1041
   19.0     1.94   4.250  -0.1144
   19.2     2.19   4.290  -0.1096
   19.2     2.02   4.331  -0.1036
   19.4     2.11   4.373  -0.1096
   19.5     2.00   4.413  -0.1016
   19.8     2.58   4.455  -0.1051
   19.8     2.22   4.499  -0.1098
   20.0     2.71   4.543  -0.0944
   19.9     1.85   4.585  -0.0945
   20.0     2.16   4.625  -0.0964
   20.3     2.14   4.666  -0.0883
