   16.4     0.68   0.039  -0.0019
   16.3     0.57   0.077  -0.0000
   16.3     0.62   0.119   0.0051
   16.4     0.62   0.160   0.0029
   16.3     0.55   0.201  -0.0056
   16.3     0.57   0.240  -0.0074
   16.4     0.57   0.280   0.0040
   16.4     0.62   0.321   0.0024
   16.3     0.54   0.359   0.0085
   16.4     0.58   0.399   0.0204
   16.4     0.55   0.441   0.0098
   16.4     0.57   0.481   0.0065
   16.4     0.60   0.524   0.0106
   16.3     0.54   0.567   0.0174
   16.3     0.54   0.606   0.0056
   16.4     0.58   0.648   0.0032
   16.4     0.56   0.687  -0.0032
   16.4     0.56   0.729  -0.0021
   16.3     0.53   0.771   0.0023
   16.4     0.57   0.811   0.0020
   16.4     0.54   0.852  -0.0011
   16.4     0.52   0.893   0.0009
   16.4     0.59   0.933  -0.0030
   16.4     0.60   0.975   0.0040
   16.4     0.66   1.018   0.0068
   16.4     0.60   1.057  -0.0037
   16.4     0.54   1.098   0.0015
   16.5     0.59   1.138   0.0038
   16.5     0.57   1.178  -0.0036
   16.4     0.54   1.218  -0.0044
   16.4     0.60   1.258  -0.0009
   16.4     0.57   1.298  -0.0001
   16.4     0.60   1.339  -0.0003
   16.5     0.65   1.378  -0.0006
   16.6     0.61   1.419  -0.0041
   16.5     0.66   1.459  -0.0011
   16.5     0.65   1.500   0.0006
   16.5     0.67   1.543  -0.0023
   16.6     0.75   1.586  -0.0003
   16.6     0.70   1.626  -0.0035
   16.7     0.73   1.668  -0.0081
   16.6     0.72   1.709  -0.0032
   16.6     0.74   1.750  -0.0028
   16.7     0.75   1.789  -0.0061
   16.7     0.75   1.830  -0.0033
   16.7     0.82   1.872  -0.0023
   16.7     0.82   1.912  -0.0015
   16.8     0.80   1.952  -0.0058
   16.8     0.79   1.994  -0.0010
   16.9     0.88   2.034   0.0011
   16.9     0.90   2.076  -0.0077
   16.9     0.89   2.115  -0.0093
   17.0     0.92   2.159  -0.0046
   17.0     0.92   2.199  -0.0073
   17.1     0.97   2.240  -0.0033
   17.1     1.02   2.281  -0.0007
   17.2     0.97   2.320  -0.0044
   17.3     1.03   2.361  -0.0086
   17.2     1.10   2.404  -0.0034
   17.3     1.12   2.444  -0.0071
   17.5     1.16   2.486  -0.0074
   17.5     1.07   2.526  -0.0043
   17.5     1.16   2.567  -0.0085
   17.6     1.18   2.607  -0.0112
   17.7     1.27   2.646  -0.0066
   17.7     1.23   2.685  -0.0050
   17.9     1.37   2.727  -0.0095
   18.0     1.40   2.768  -0.0064
   18.1     1.37   2.808  -0.0070
   18.1     1.39   2.851  -0.0131
   18.3     1.44   2.891  -0.0108
   18.3     1.49   2.931  -0.0094
   18.4     1.58   2.973  -0.0125
   18.5     1.58   3.016  -0.0093
   18.6     1.44   3.056  -0.0116
   18.8     1.64   3.097  -0.0120
   18.9     1.67   3.138  -0.0116
   19.1     1.75   3.180  -0.0050
   19.2     1.72   3.220  -0.0086
   19.3     1.79   3.260  -0.0070
   19.4     1.77   3.303  -0.0038
   19.5     1.89   3.343  -0.0076
   19.9     1.91   3.381  -0.0126
   19.9     1.99   3.423  -0.0135
   20.1     2.03   3.464  -0.0124
   20.3     2.06   3.502  -0.0109
   20.4     2.11   3.542  -0.0141
   20.6     2.20   3.585  -0.0103
   20.8     2.18   3.624  -0.0056
   20.9     2.23   3.663  -0.0110
   21.1     2.28   3.703  -0.0049
   21.3     2.32   3.743  -0.0071
   21.6     2.42   3.783  -0.0122
   21.7     2.53   3.822  -0.0124
   21.8     2.46   3.861  -0.0089
   22.1     2.54   3.903  -0.0084
   22.2     2.53   3.944  -0.0102
   22.5     2.60   3.987  -0.0076
   22.7     2.58   4.030  -0.0124
   23.0     2.72   4.070  -0.0115
   23.1     2.72   4.114  -0.0066
   23.4     2.78   4.157  -0.0087
   23.5     2.78   4.195  -0.0096
   23.8     2.88   4.234  -0.0023
   24.0     2.95   4.274  -0.0064
   24.3     3.04   4.312  -0.0123
   24.4     3.00   4.351  -0.0125
   24.6     3.05   4.392  -0.0071
   25.1     3.15   4.434  -0.0139
   25.2     3.16   4.475  -0.0139
   25.5     3.31   4.516  -0.0069
   25.7     3.23   4.556  -0.0106
   25.9     3.25   4.597  -0.0093
   26.0     3.34   4.636  -0.0019
   26.3     3.38   4.677  -0.0093
   26.7     3.45   4.718  -0.0083
   27.0     3.54   4.757  -0.0076
   27.2     3.54   4.796  -0.0088
   27.5     3.64   4.836  -0.0062
   27.7     3.61   4.875  -0.0130
   28.1     3.73   4.913  -0.0083
   28.3     3.73   4.955  -0.0162
