   11.5     1.55   0.042  -0.0023
   11.6     1.62   0.081  -0.0043
   11.5     1.59   0.119   0.0013
   11.5     1.59   0.160  -0.0051
   11.5     1.56   0.200  -0.0058
   11.6     1.57   0.239  -0.0053
   11.6     1.60   0.278  -0.0083
   11.6     1.54   0.318  -0.0068
   11.5     1.55   0.356  -0.0028
   11.7     1.51   0.397  -0.0077
   11.6     1.54   0.438  -0.0056
   11.6     1.47   0.479  -0.0085
   11.6     1.49   0.520  -0.0093
   11.7     1.46   0.559  -0.0053
   11.5     1.49   0.599  -0.0103
   11.7     1.48   0.641  -0.0147
   11.7     1.47   0.681  -0.0099
   11.7     1.47   0.719  -0.0157
   11.7     1.51   0.760  -0.0145
   11.8     1.45   0.800  -0.0108
   11.7     1.47   0.840  -0.0124
   11.7     1.42   0.880  -0.0138
   11.7     1.45   0.922  -0.0175
   11.8     1.42   0.960  -0.0138
   11.8     1.42   0.999  -0.0157
   11.8     1.46   1.039  -0.0185
   11.8     1.46   1.081  -0.0184
   11.8     1.41   1.121  -0.0138
   11.8     1.39   1.160  -0.0210
   11.8     1.40   1.200  -0.0239
   11.9     1.44   1.242  -0.0184
   12.0     1.45   1.281  -0.0160
   12.0     1.50   1.321  -0.0217
   12.0     1.51   1.361  -0.0222
   12.0     1.41   1.401  -0.0201
   12.0     1.44   1.441  -0.0244
   12.0     1.47   1.480  -0.0266
   12.1     1.56   1.520  -0.0247
   12.2     1.55   1.561  -0.0242
   12.3     1.61   1.601  -0.0271
   12.4     1.65   1.641  -0.0282
   12.4     1.60   1.681  -0.0262
   12.4     1.62   1.724  -0.0259
   12.5     1.69   1.763  -0.0298
   12.6     1.71   1.802  -0.0250
   12.5     1.69   1.842  -0.0269
   12.6     1.70   1.883  -0.0294
   12.7     1.73   1.924  -0.0242
   12.8     1.75   1.965  -0.0275
   12.9     1.77   2.005  -0.0276
   12.9     1.72   2.046  -0.0312
   13.0     1.86   2.086  -0.0348
   13.1     1.87   2.125  -0.0312
   13.3     1.94   2.164  -0.0330
   13.4     2.02   2.202  -0.0384
   13.5     2.03   2.241  -0.0384
   13.6     2.04   2.280  -0.0424
   13.7     2.04   2.322  -0.0429
   13.8     2.11   2.362  -0.0382
   13.9     2.06   2.401  -0.0404
   14.0     2.13   2.440  -0.0418
   14.2     2.21   2.481  -0.0389
   14.3     2.23   2.522  -0.0399
   14.5     2.29   2.562  -0.0398
   14.6     2.27   2.602  -0.0412
   14.8     2.30   2.644  -0.0392
   14.9     2.35   2.684  -0.0323
   15.1     2.39   2.724  -0.0377
   15.1     2.40   2.763  -0.0403
   15.3     2.42   2.802  -0.0389
   15.4     2.50   2.842  -0.0442
   15.5     2.53   2.881  -0.0384
   15.8     2.63   2.921  -0.0449
   16.0     2.66   2.963  -0.0445
   16.1     2.67   3.005  -0.0448
   16.4     2.76   3.042  -0.0456
   16.5     2.71   3.081  -0.0410
   16.8     2.81   3.121  -0.0435
   16.9     2.88   3.160  -0.0388
   17.1     2.90   3.199  -0.0411
   17.3     2.96   3.238  -0.0450
   17.5     2.95   3.279  -0.0435
   17.7     3.06   3.319  -0.0463
   17.9     3.05   3.358  -0.0454
   18.1     3.15   3.396  -0.0456
   18.4     3.15   3.435  -0.0483
   18.5     3.20   3.474  -0.0465
   18.8     3.22   3.515  -0.0440
   19.0     3.29   3.559  -0.0465
   19.2     3.27   3.599  -0.0429
   19.4     3.35   3.640  -0.0471
   19.8     3.42   3.682  -0.0482
   20.1     3.44   3.724  -0.0434
   20.1     3.46   3.763  -0.0465
   20.4     3.47   3.804  -0.0509
   20.7     3.52   3.843  -0.0447
   21.0     3.52   3.884  -0.0475
   21.3     3.59   3.923  -0.0518
   21.4     3.61   3.962  -0.0498
   21.7     3.71   4.002  -0.0500
   22.0     3.68   4.041  -0.0549
   22.1     3.64   4.080  -0.0517
   22.5     3.69   4.120  -0.0537
   22.7     3.74   4.161  -0.0551
   23.1     3.84   4.205  -0.0501
   23.3     3.84   4.244  -0.0576
   23.6     3.89   4.285  -0.0546
   23.9     3.94   4.324  -0.0579
   24.2     4.03   4.366  -0.0588
   24.5     4.04   4.407  -0.0569
   24.8     4.10   4.447  -0.0574
   25.2     4.12   4.488  -0.0603
   25.4     4.14   4.526  -0.0573
   25.7     4.24   4.565  -0.0539
   26.0     4.14   4.605  -0.0575
   26.3     4.27   4.645  -0.0588
   26.6     4.31   4.683  -0.0536
   26.9     4.36   4.722  -0.0583
   27.2     4.38   4.761  -0.0610
   27.5     4.45   4.803  -0.0622
   27.8     4.38   4.847  -0.0669
   28.1     4.43   4.887  -0.0648
   28.4     4.46   4.927  -0.0667
   28.7     4.47   4.966  -0.0706
   29.1     4.58   5.005  -0.0669
   29.5     4.62   5.045  -0.0682
   29.7     4.68   5.085  -0.0665
   30.1     4.73   5.125  -0.0670
   30.3     4.72   5.167  -0.0649
   30.7     4.75   5.208  -0.0705
   31.1     4.85   5.249  -0.0696
   31.3     4.77   5.287  -0.0685
   31.6     4.86   5.327  -0.0767
   32.0     4.85   5.367  -0.0704
   32.3     4.89   5.406  -0.0714
   32.7     4.87   5.450  -0.0681
   33.0     4.87   5.490  -0.0709
   33.4     4.92   5.532  -0.0723
   33.7     5.05   5.569  -0.0761
   34.1     5.13   5.609  -0.0701
   34.4     5.11   5.650  -0.0719
   34.7     5.11   5.689  -0.0716
   35.0     5.11   5.729  -0.0721
   35.5     5.26   5.770  -0.0710
   35.8     5.25   5.810  -0.0703
   36.2     5.27   5.849  -0.0736
   36.5     5.20   5.889  -0.0738
   36.8     5.29   5.928  -0.0737
   37.2     5.31   5.967  -0.0720
   37.6     5.32   6.007  -0.0761
   37.9     5.34   6.048  -0.0757
   38.3     5.41   6.090  -0.0743
   38.7     5.49   6.130  -0.0734
   38.9     5.55   6.169  -0.0689
   39.4     5.52   6.210  -0.0713
   39.8     5.52   6.251  -0.0736
   40.2     5.55   6.291  -0.0737
   40.4     5.60   6.331  -0.0761
   40.9     5.63   6.371  -0.0710
   41.2     5.69   6.411  -0.0766
   41.5     5.63   6.450  -0.0737
   41.9     5.71   6.491  -0.0777
   42.3     5.73   6.528  -0.0792
   42.6     5.71   6.569  -0.0750
   43.1     5.73   6.608  -0.0783
   43.4     5.79   6.649  -0.0775
   43.7     5.81   6.693  -0.0784
   44.1     5.78   6.732  -0.0829
   44.5     5.88   6.772  -0.0780
   44.9     5.97   6.812  -0.0797
   45.2     5.91   6.853  -0.0814
   45.6     5.96   6.894  -0.0790
   46.1     6.07   6.934  -0.0775
   46.4     6.05   6.975  -0.0828
   46.8     6.07   7.015  -0.0783
   47.2     6.11   7.056  -0.0765
   47.6     6.09   7.096  -0.0812
   47.8     6.05   7.135  -0.0781
   48.3     6.11   7.174  -0.0773
   48.7     6.10   7.215  -0.0829
   49.0     6.18   7.254  -0.0811
   49.5     6.23   7.295  -0.0768
   49.9     6.24   7.338  -0.0801
   50.3     6.29   7.377  -0.0860
   50.7     6.33   7.416  -0.0847
   51.1     6.37   7.456  -0.0810
   51.5     6.37   7.498  -0.0822
   51.7     6.31   7.538  -0.0847
   52.1     6.29   7.577  -0.0819
   52.5     6.39   7.619  -0.0834
   53.0     6.39   7.658  -0.0885
   53.4     6.47   7.699  -0.0809
   53.8     6.50   7.738  -0.0811
   54.1     6.37   7.778  -0.0829
   54.5     6.44   7.819  -0.0837
   54.8     6.37   7.859  -0.0838
   55.2     6.43   7.898  -0.0876
   55.6     6.44   7.939  -0.0830
   56.0     6.50   7.981  -0.0823
   56.3     6.44   8.020  -0.0865
   56.6     6.38   8.059  -0.0842
   57.1     6.46   8.099  -0.0859
   57.4     6.45   8.139  -0.0835
   57.8     6.52   8.179  -0.0800
   58.2     6.51   8.218  -0.0776
   58.5     6.48   8.259  -0.0793
   59.0     6.53   8.298  -0.0808
   59.3     6.52   8.337  -0.0790
   59.8     6.59   8.376  -0.0787
   60.2     6.56   8.416  -0.0834
   60.6     6.62   8.457  -0.0854
   61.0     6.57   8.496  -0.0833
   61.4     6.66   8.536  -0.0894
   61.7     6.60   8.578  -0.0903
   62.1     6.65   8.618  -0.0850
   62.6     6.65   8.659  -0.0855
   63.0     6.63   8.698  -0.0890
   63.4     6.67   8.741  -0.0833
   63.7     6.64   8.782  -0.0878
   64.1     6.67   8.823  -0.0905
   64.5     6.66   8.863  -0.0890
   65.0     6.61   8.903  -0.0876
   65.4     6.76   8.942  -0.0919
   65.7     6.67   8.983  -0.0897
   66.1     6.76   9.023  -0.0879
   66.6     6.77   9.063  -0.0913
   67.0     6.80   9.104  -0.0869
   67.4     6.76   9.141  -0.0839
   67.7     6.78   9.182  -0.0847
   68.1     6.68   9.224  -0.0881
   68.6     6.81   9.264  -0.0846
   69.0     6.69   9.302  -0.0872
   69.3     6.77   9.342  -0.0888
   69.8     6.82   9.384  -0.0840
   70.1     6.79   9.423  -0.0896
   70.6     6.73   9.463  -0.0880
   70.9     6.74   9.503  -0.0838
   71.3     6.75   9.543  -0.0840
   71.7     6.77   9.582  -0.0843
   72.2     6.74   9.624  -0.0846
   72.5     6.76   9.664  -0.0860
   73.0     6.79   9.705  -0.0832
   73.4     6.76   9.744  -0.0826
   73.7     6.74   9.785  -0.0843
   74.1     6.70   9.829  -0.0830
   74.6     6.65   9.870  -0.0873
   75.0     6.64   9.911  -0.0853
   75.3     6.65   9.951  -0.0835
   75.6     6.60   9.992  -0.0895
   76.1     6.67  10.031  -0.0898
   76.6     6.68  10.072  -0.0858
   77.0     6.59  10.111  -0.0895
   77.5     6.68  10.153  -0.0860
   77.8     6.63  10.193  -0.0833
   78.2     6.60  10.233  -0.0852
   78.6     6.64  10.271  -0.0824
   79.0     6.63  10.311  -0.0780
   79.4     6.68  10.350  -0.0832
   79.8     6.58  10.391  -0.0821
   80.3     6.59  10.433  -0.0843
   80.7     6.66  10.475  -0.0851
   81.2     6.61  10.515  -0.0823
   81.6     6.63  10.555  -0.0886
   82.0     6.57  10.596  -0.0854
   82.3     6.50  10.638  -0.0880
   82.8     6.51  10.677  -0.0896
   83.0     6.55  10.716  -0.0887
   83.5     6.44  10.757  -0.0891
   83.9     6.49  10.797  -0.0832
   84.3     6.34  10.838  -0.0806
   84.7     6.31  10.878  -0.0838
   85.2     6.44  10.917  -0.0816
   85.5     6.29  10.958  -0.0886
   85.8     6.30  10.997  -0.0858
   86.2     6.21  11.037  -0.0865
   86.7     6.23  11.081  -0.0818
   87.2     6.26  11.123  -0.0801
   87.6     6.19  11.162  -0.0820
   87.9     6.17  11.201  -0.0862
   88.3     6.03  11.241  -0.0834
