13.63	0.0034712	1.2	0.21
13.67	0.00433957142857143	1.23	0.62
13.68	0.00400586666666667	1.25	1.02
13.68	0.0037602380952381	1.25	1.42
13.67	0.00368226666666667	1.26	1.82
13.67	0.00345647619047619	1.26	2.22
13.69	0.00275102222222222	1.25	2.63
13.67	0.002246	1.24	3.03
13.72	0.00260690476190476	1.27	3.44
13.8	0.0022348	1.31	3.84
13.89	0.00122414285714286	1.35	4.24
14.15	0.000703244444444444	1.46	4.65
14.51	0.000938	1.61	5.05
14.84	0.00175906666666667	1.64	5.45
15.37	0.0024317619047619	1.75	5.86
15.98	0.00245608888888889	1.84	6.25
16.82	0.00235809523809524	1.94	6.64
17.81	0.00268690476190476	2.09	7.04
18.97	0.00254737777777778	2.21	7.45
20.25	0.00247690476190476	2.36	7.86
21.55	0.00319591111111111	2.47	8.26
23.07	0.003436	2.61	8.67
24.63	0.00331746666666667	2.72	9.08
26.23	0.00347209523809524	2.83	9.48
27.91	0.00352661904761905	2.94	9.89
29.67	0.00340168888888889	3.05	10.29
31.45	0.0034632380952381	3.15	10.7
33.28	0.00356835555555556	3.26	11.11
35.2	0.00371257142857143	3.41	11.51
37.09	0.00343955555555556	3.52	11.92
39	0.00361919047619048	3.63	12.33
40.88	0.00386684444444444	3.74	12.72
42.74	0.00360609523809524	3.78	13.11
44.57	0.00341904761904762	3.74	13.52
46.49	0.00300982222222222	3.81	13.92
48.33	0.00295447619047619	3.79	14.33
50.26	0.00310217777777778	3.8	14.74
52.11	0.00310361904761905	3.75	15.15
54.05	0.00275951111111111	3.81	15.55
55.89	0.00224938095238095	3.76	15.96
57.96	0.0017456	3.93	16.37
59.99	0.000799285714285715	4.03	16.77
61.87	0.000547428571428572	4.01	17.18
63.69	0.000376755555555556	3.98	17.59
65.59	0.000451857142857143	3.95	18
67.45	0.000623066666666667	3.92	18.4
69.32	0.00089047619047619	3.87	18.81
71.16	0.000742977777777778	3.81	19.2
73.01	0.000467571428571428	3.78	19.6
74.85	0.000275857142857143	3.71	20
76.81	0.0001052	3.74	20.41
78.69	-0.000327428571428571	3.73	20.82
80.6	-0.000826933333333334	3.66	21.23
82.57	-0.001496	3.69	21.63
84.51	-0.00255471111111111	3.77	22.04
86.49	-0.00423433333333333	3.79	22.45
88.44	-0.00607768888888889	3.77	22.85
90.29	-0.00782142857142857	3.65	23.26
92.13	-0.00893942857142857	3.59	23.67
94.07	-0.00925013333333333	3.55	24.08
95.99	-0.00986933333333333	3.49	24.48
97.9	-0.0116326222222222	3.43	24.89
99.89	-0.013349380952381	3.39	25.3
101.81	-0.0142914666666667	3.4	25.7
103.69	-0.014881	3.36	26.09
105.61	-0.0146694222222222	3.3	26.5
107.61	-0.0143092857142857	3.25	26.91
109.49	-0.0143526666666667	3.16	27.32
111.49	-0.0144064	3.18	27.73
113.5	-0.0150372857142857	3.13	28.14
115.39	-0.0156256444444444	3.04	28.55
117.41	-0.0152022857142857	3.03	28.96
119.46	-0.0131984444444444	3.05	29.37
121.44	-0.0124091428571429	3.04	29.78
123.38	-0.0121362857142857	3.03	30.19
125.39	-0.0119992444444444	3.02	30.6
127.34	-0.0130740476190476	2.99	31.01
129.35	-0.0153417777777778	3.03	31.42
131.34	-0.0167413333333333	3.07	31.82
133.22	-0.0170128888888889	3.06	32.21
135.26	-0.017250619047619	3.09	32.62
137.31	-0.0175592888888889	3.12	33.03
139.35	-0.0190546666666667	3.18	33.44
141.43	-0.020829619047619	3.25	33.85
143.44	-0.0221316888888889	3.25	34.26
145.51	-0.0234310952380952	3.3	34.67
147.46	-0.0238693333333333	3.24	35.08
149.57	-0.0216448095238095	3.33	35.49
151.63	-0.0194189333333333	3.36	35.9
153.66	-0.0188032857142857	3.31	36.31
155.67	-0.0186433333333333	3.3	36.72
157.67	-0.0195468095238095	3.29	37.13
159.73	-0.0207646666666667	3.3	37.54
161.93	-0.0210612888888889	3.51	37.95
163.98	-0.0217239047619047	3.61	38.35
166.03	-0.0226560444444444	3.72	38.74
168.14	-0.0236765714285714	3.84	39.15
170.21	-0.0256205777777778	3.94	39.57
172.32	-0.0275191428571429	3.99	39.98
174.37	-0.0290388095238095	4.03	40.39
176.37	-0.0296496888888889	4.02	40.8
178.44	-0.0298644761904762	4.07	41.21
180.44	-0.0283723555555556	4.12	41.62
182.45	-0.0270803333333333	4.19	42.03
184.55	-0.0257766666666667	4.34	42.44
186.6	-0.023968619047619	4.47	42.86
188.67	-0.0223139111111111	4.58	43.27
190.69	-0.0212708571428571	4.66	43.68
192.71	-0.0206314285714286	4.75	44.09
194.81	-0.0200484888888889	4.93	44.5
196.81	-0.0200701428571429	5.11	44.9
198.72	-0.0201648888888889	5.21	45.3
200.77	-0.0204701904761905	5.34	45.71
202.86	-0.0213583111111111	5.52	46.12
205.03	-0.0228074285714286	5.77	46.54
207.15	-0.0255608	5.93	46.95
209.27	-0.0273775238095238	6.13	47.37
211.4	-0.0290091428571429	6.26	47.78
213.54	-0.0302705333333333	6.39	48.19
215.71	-0.0317670476190476	6.6	48.61
217.81	-0.0333049333333333	6.68	49.02
219.93	-0.0352242857142857	6.89	49.44
222.14	-0.0378731555555556	7.12	49.85
224.26	-0.0403654761904762	7.25	50.26
226.35	-0.0423780476190476	7.33	50.68
228.46	-0.0436337777777778	7.44	51.09
230.51	-0.0456283333333333	7.56	51.49
232.6	-0.0486249777777778	7.72	51.89
234.79	-0.0515381904761905	7.84	52.3
236.82	-0.0546177333333333	7.85	52.72
239.03	-0.0575084285714286	7.98	53.13
241.19	-0.0605619555555556	8.1	53.54
243.27	-0.063106380952381	8.14	53.96
245.45	-0.0652798095238095	8.21	54.37
247.54	-0.0681020444444445	8.24	54.79
249.61	-0.0706295238095239	8.25	55.2
251.7	-0.0731223555555556	8.21	55.61
253.82	-0.0752326666666667	8.24	56.03
255.94	-0.0774212	8.27	56.44
258	-0.079498619047619	8.24	56.86
260.1	-0.0816941777777778	8.23	57.27
262.19	-0.0840097619047619	8.19	57.69
264.24	-0.0862208571428571	8.18	58.08
266.23	-0.0888084	8.09	58.48
268.3	-0.0915181904761905	8.06	58.9
270.43	-0.0945160444444445	7.98	59.31
272.47	-0.0973683333333334	7.9	59.72
