   18.6     3.37   0.027  -0.0116
   18.6     3.35   0.054  -0.0047
   18.6     3.32   0.081  -0.0064
   18.5     3.24   0.108  -0.0022
   18.5     3.24   0.135   0.0004
   18.5     3.18   0.162  -0.0072
   18.5     3.21   0.188  -0.0100
   18.7     3.19   0.215  -0.0077
   18.6     3.13   0.242  -0.0118
   18.6     3.11   0.268  -0.0252
   18.7     3.07   0.295  -0.0292
   18.4     3.02   0.322  -0.0282
   18.6     3.00   0.348  -0.0277
   18.6     3.00   0.375  -0.0333
   18.7     2.98   0.402  -0.0307
   18.7     2.96   0.428  -0.0020
   18.6     2.91   0.455   0.0003
   18.6     2.88   0.482  -0.0004
   18.7     2.89   0.509  -0.0034
   18.6     2.84   0.535  -0.0063
   18.6     2.79   0.562  -0.0051
   18.7     2.80   0.589  -0.0053
   18.6     2.76   0.617  -0.0040
   18.6     2.72   0.643  -0.0055
   18.6     2.68   0.670  -0.0010
   18.6     2.66   0.696  -0.0030
   18.6     2.69   0.723  -0.0041
   18.7     2.66   0.750  -0.0047
   18.5     2.67   0.777  -0.0043
   18.7     2.62   0.804  -0.0061
   18.6     2.59   0.830  -0.0038
   18.6     2.57   0.857  -0.0039
   18.7     2.56   0.885  -0.0062
   18.7     2.51   0.911  -0.0071
   18.7     2.46   0.938  -0.0060
   18.6     2.49   0.965  -0.0037
   18.6     2.43   0.991  -0.0034
   18.6     2.41   1.018  -0.0050
   18.6     2.39   1.045  -0.0044
   18.6     2.39   1.072  -0.0058
   18.6     2.37   1.099  -0.0043
   18.6     2.35   1.125  -0.0054
   18.6     2.34   1.152  -0.0072
   18.6     2.31   1.179  -0.0085
   18.6     2.29   1.206  -0.0069
   18.7     2.29   1.233  -0.0062
   18.7     2.26   1.260  -0.0030
   18.6     2.22   1.286  -0.0021
   18.6     2.20   1.312  -0.0040
   18.6     2.20   1.340  -0.0036
   18.5     2.16   1.366  -0.0073
   18.6     2.15   1.393  -0.0148
   18.6     2.11   1.420  -0.0057
   18.6     2.12   1.447  -0.0041
   18.6     2.10   1.474  -0.0025
   18.6     2.12   1.501  -0.0035
   18.6     2.07   1.529   0.0024
   18.6     2.06   1.555   0.0001
   18.5     2.01   1.582   0.0053
   18.6     2.01   1.609   0.0063
   18.6     2.02   1.636   0.0009
   18.6     1.98   1.662  -0.0017
   18.6     1.94   1.689  -0.0060
   18.5     1.96   1.716  -0.0052
   18.6     1.93   1.742  -0.0042
   18.6     1.92   1.770  -0.0108
   18.6     1.91   1.797  -0.0062
   18.5     1.88   1.824   0.0055
   18.5     1.86   1.851   0.0048
   18.6     1.86   1.877   0.0117
   18.6     1.87   1.904   0.0137
   18.6     1.84   1.931   0.0108
   18.7     1.81   1.958   0.0121
   18.7     1.82   1.985   0.0121
   18.6     1.81   2.012   0.0106
   18.6     1.78   2.039   0.0130
   18.6     1.76   2.066   0.0097
   18.6     1.74   2.093   0.0100
   18.5     1.74   2.120   0.0121
   18.6     1.73   2.147   0.0107
   18.7     1.71   2.174   0.0051
   18.6     1.64   2.201   0.0076
   18.6     1.67   2.228   0.0088
   18.6     1.69   2.255   0.0092
   18.8     1.75   2.282   0.0006
   18.8     1.77   2.309  -0.0047
   18.8     1.76   2.336  -0.0050
   18.7     1.76   2.363  -0.0034
   18.8     1.74   2.390   0.0042
   18.7     1.74   2.417   0.0036
   18.8     1.71   2.443   0.0042
   18.8     1.70   2.470  -0.0005
   18.8     1.72   2.497  -0.0067
   18.8     1.68   2.523  -0.0101
   18.8     1.67   2.550  -0.0135
   18.8     1.66   2.578  -0.0072
   18.7     1.67   2.605  -0.0127
   18.7     1.63   2.632  -0.0108
   18.7     1.61   2.658  -0.0124
   18.8     1.60   2.685  -0.0100
   18.8     1.60   2.712  -0.0129
   18.8     1.58   2.738  -0.0163
   18.8     1.59   2.765  -0.0085
   18.7     1.55   2.792  -0.0041
   18.7     1.57   2.820  -0.0024
   18.8     1.54   2.847  -0.0014
   18.8     1.57   2.873  -0.0048
   18.8     1.55   2.900   0.0014
   18.7     1.53   2.927   0.0011
   18.7     1.52   2.954   0.0012
   18.8     1.50   2.981  -0.0017
   18.8     1.52   3.007   0.0001
   18.8     1.50   3.034   0.0043
   18.8     1.48   3.061   0.0009
   18.8     1.46   3.088  -0.0016
   18.7     1.43   3.115   0.0009
   18.7     1.42   3.142  -0.0039
   18.7     1.41   3.169  -0.0171
   18.7     1.43   3.196  -0.0209
   18.8     1.44   3.223  -0.0249
   18.8     1.43   3.251  -0.0234
   18.8     1.41   3.277  -0.0199
   18.9     1.44   3.304  -0.0194
   18.9     1.39   3.332  -0.0175
   18.8     1.36   3.359  -0.0210
   18.8     1.37   3.386  -0.0170
   18.8     1.36   3.413  -0.0173
   18.8     1.36   3.440  -0.0188
   18.7     1.35   3.467  -0.0168
   18.8     1.29   3.494  -0.0199
   18.8     1.34   3.521  -0.0244
   18.7     1.27   3.548  -0.0257
