   19.1     0.30   0.027  -0.0044
   19.1     0.29   0.054  -0.0047
   19.2     0.28   0.081  -0.0020
   19.1     0.33   0.107  -0.0044
   19.1     0.23   0.134  -0.0029
   19.0     0.20   0.161   0.0034
   19.1     0.22   0.188  -0.0003
   19.0     0.25   0.215  -0.0009
   19.1     0.28   0.242   0.0004
   19.2     0.32   0.269   0.0023
   19.1     0.30   0.296   0.0036
   19.1     0.22   0.322   0.0021
   19.1     0.24   0.350   0.0033
   19.0     0.22   0.377   0.0013
   19.1     0.20   0.403  -0.0000
   19.1     0.25   0.431  -0.0027
   19.1     0.25   0.457   0.0025
   19.2     0.25   0.484   0.0014
   19.1     0.30   0.511   0.0025
   19.1     0.32   0.537  -0.0008
   19.1     0.26   0.564   0.0020
   19.1     0.26   0.591   0.0035
   19.1     0.29   0.617   0.0066
   19.2     0.29   0.644   0.0027
   19.2     0.29   0.671   0.0015
   19.1     0.32   0.697  -0.0010
   19.1     0.31   0.724   0.0030
   19.2     0.31   0.751   0.0036
   19.2     0.32   0.777   0.0095
   19.1     0.24   0.804   0.0049
   19.0     0.23   0.830   0.0082
   19.0     0.21   0.857   0.0089
   19.1     0.22   0.883   0.0023
   19.0     0.23   0.910   0.0078
   19.1     0.24   0.936   0.0030
   19.1     0.27   0.963   0.0065
   19.1     0.20   0.990   0.0080
   19.1     0.23   1.016   0.0080
   19.0     0.26   1.043   0.0045
   19.0     0.26   1.070   0.0022
   19.1     0.28   1.097   0.0043
   19.1     0.26   1.124   0.0013
   19.2     0.29   1.150   0.0038
   19.1     0.29   1.177   0.0044
   19.1     0.17   1.204   0.0026
   19.0     0.24   1.231   0.0034
   19.1     0.23   1.258   0.0023
   19.1     0.21   1.284   0.0021
   19.1     0.24   1.310   0.0037
   19.0     0.21   1.337   0.0028
   19.0     0.20   1.364   0.0053
   19.1     0.24   1.390   0.0064
   19.1     0.25   1.417   0.0016
   19.0     0.26   1.444  -0.0002
   19.2     0.28   1.471   0.0011
   19.1     0.27   1.497   0.0016
   19.1     0.28   1.524   0.0001
   19.2     0.26   1.551  -0.0007
   19.1     0.24   1.577   0.0001
   19.1     0.27   1.604  -0.0041
   19.1     0.22   1.631  -0.0049
   19.0     0.24   1.657  -0.0093
   19.1     0.24   1.684  -0.0086
   19.1     0.28   1.710  -0.0042
   19.1     0.25   1.737  -0.0084
   19.1     0.33   1.765  -0.0083
   19.1     0.30   1.792  -0.0056
   19.2     0.31   1.818  -0.0046
   19.1     0.32   1.846  -0.0032
   19.2     0.33   1.872  -0.0030
   19.2     0.38   1.898  -0.0050
   19.3     0.46   1.926  -0.0045
   19.2     0.38   1.952   0.0004
   19.2     0.29   1.979   0.0004
   19.1     0.29   2.005   0.0016
   19.1     0.33   2.032   0.0007
   19.1     0.32   2.059  -0.0014
   19.1     0.30   2.085  -0.0051
