   18.1     6.30   0.026  -0.0022
   18.4     6.38   0.053  -0.0005
   18.4     6.28   0.079   0.0026
   18.5     6.23   0.106   0.0052
   18.6     6.26   0.132   0.0018
   19.0     6.34   0.159   0.0006
   19.1     6.34   0.186   0.0040
   19.2     6.28   0.213   0.0031
   19.4     6.25   0.239   0.0033
   19.5     6.24   0.265   0.0054
   19.9     6.38   0.292   0.0070
   19.9     6.27   0.318   0.0096
   20.1     6.30   0.345   0.0066
   20.3     6.26   0.371   0.0035
   20.5     6.35   0.398   0.0023
   20.6     6.32   0.425   0.0007
   20.9     6.31   0.452   0.0001
   21.1     6.32   0.478  -0.0018
   21.3     6.26   0.505   0.0020
   21.5     6.25   0.532   0.0044
   21.8     6.30   0.558   0.0043
   21.9     6.28   0.585   0.0023
   22.1     6.31   0.611   0.0033
   22.3     6.23   0.638   0.0018
   22.5     6.26   0.664   0.0016
   22.6     6.22   0.691   0.0028
   22.9     6.21   0.718  -0.0016
   23.1     6.22   0.745   0.0004
   23.3     6.22   0.771   0.0003
   23.5     6.17   0.798   0.0009
   23.7     6.18   0.825   0.0038
   23.8     6.11   0.852   0.0048
   24.0     6.11   0.878   0.0078
   24.3     6.12   0.905   0.0049
   24.5     6.13   0.931   0.0018
   24.7     6.07   0.958   0.0036
   24.8     6.07   0.985   0.0038
   25.1     6.07   1.012   0.0020
   25.3     6.00   1.039   0.0028
   25.4     6.02   1.065   0.0029
   25.7     6.01   1.092   0.0013
   25.8     5.96   1.118   0.0020
   26.2     5.95   1.146   0.0016
   26.2     5.94   1.173   0.0002
   26.3     5.90   1.199   0.0036
   26.6     5.88   1.226   0.0030
   26.8     5.88   1.253   0.0044
   27.1     5.79   1.279   0.0054
   27.2     5.81   1.305   0.0058
   27.4     5.74   1.332   0.0029
   27.5     5.75   1.359   0.0040
   27.9     5.76   1.386   0.0009
   27.9     5.64   1.413   0.0018
   28.1     5.66   1.439   0.0068
   28.2     5.63   1.466   0.0047
   28.5     5.62   1.493   0.0049
   28.5     5.51   1.519   0.0068
   28.7     5.47   1.546   0.0023
   28.9     5.48   1.573   0.0049
   29.1     5.38   1.599   0.0041
   29.1     5.34   1.626   0.0054
   29.5     5.34   1.652   0.0040
   29.8     5.34   1.679   0.0020
   29.7     5.24   1.705   0.0049
   29.9     5.16   1.732   0.0035
   30.1     5.28   1.758   0.0044
   30.3     5.23   1.785   0.0041
   30.5     5.25   1.812   0.0079
   30.7     5.22   1.839   0.0070
   30.9     5.20   1.865   0.0111
   31.0     5.14   1.892   0.0072
   31.1     5.16   1.918   0.0095
   31.3     5.09   1.945   0.0060
   31.5     5.18   1.972   0.0053
   31.7     5.13   1.999   0.0046
   31.9     5.09   2.025   0.0073
   32.0     5.10   2.052   0.0070
   32.2     5.09   2.079   0.0067
   32.3     5.05   2.105   0.0054
   32.4     4.96   2.132   0.0056
   32.6     4.99   2.158   0.0082
   32.8     4.92   2.185   0.0044
   32.9     4.93   2.212   0.0066
   33.1     4.92   2.238   0.0040
   33.2     4.86   2.265   0.0089
   33.4     4.84   2.292   0.0084
   33.6     4.83   2.319   0.0100
   33.7     4.78   2.346   0.0105
   33.9     4.80   2.372   0.0097
   34.0     4.74   2.399   0.0113
   34.1     4.73   2.426   0.0093
   34.2     4.70   2.453   0.0058
   34.5     4.71   2.479   0.0043
   34.7     4.70   2.507   0.0047
   34.7     4.60   2.533   0.0022
   34.8     4.62   2.560   0.0062
   34.9     4.64   2.587   0.0090
   35.2     4.64   2.614   0.0125
   35.3     4.54   2.640   0.0119
   35.5     4.55   2.667   0.0150
   35.6     4.57   2.693   0.0112
   35.6     4.53   2.720   0.0096
   35.9     4.53   2.747   0.0111
   35.9     4.48   2.773   0.0097
   36.1     4.42   2.800   0.0106
   36.1     4.42   2.827   0.0145
   36.3     4.39   2.854   0.0163
   36.5     4.38   2.881   0.0134
   36.5     4.36   2.907   0.0141
   36.7     4.31   2.934   0.0118
   36.8     4.34   2.961   0.0112
   36.9     4.27   2.988   0.0084
   37.0     4.27   3.014   0.0093
   37.1     4.25   3.041   0.0082
   37.2     4.25   3.068   0.0043
   37.4     4.16   3.095   0.0066
   37.5     4.17   3.121   0.0083
   37.6     4.14   3.148   0.0067
   37.7     4.17   3.175   0.0061
   37.8     4.10   3.201   0.0071
   38.0     4.12   3.228   0.0092
   38.2     4.14   3.255   0.0087
   38.2     4.10   3.282   0.0078
   38.3     4.07   3.308   0.0065
   38.5     4.08   3.335   0.0067
   38.6     4.02   3.362   0.0085
   38.6     4.05   3.389   0.0102
   38.8     3.97   3.416   0.0048
   38.9     3.98   3.443   0.0054
   38.9     3.95   3.470   0.0062
   39.0     3.91   3.497   0.0069
   39.2     3.91   3.523   0.0104
   39.2     3.87   3.550   0.0087
   39.2     3.80   3.577   0.0060
   39.4     3.83   3.604   0.0085
   39.6     3.87   3.631   0.0089
   39.7     3.81   3.658   0.0122
   39.7     3.78   3.684   0.0110
   39.9     3.81   3.711   0.0110
   40.0     3.77   3.738   0.0133
   40.0     3.75   3.765   0.0085
   40.2     3.75   3.791   0.0100
   40.1     3.69   3.818   0.0120
   40.4     3.72   3.845   0.0130
   40.5     3.75   3.872   0.0110
   40.5     3.65   3.898   0.0094
   40.6     3.71   3.926   0.0101
   40.7     3.62   3.952   0.0072
   40.8     3.61   3.979   0.0088
   40.8     3.66   4.006   0.0120
   41.0     3.63   4.033   0.0114
   41.1     3.59   4.060   0.0150
   41.2     3.58   4.087   0.0158
   41.2     3.54   4.114   0.0109
   41.4     3.56   4.141   0.0106
   41.4     3.55   4.168   0.0117
   41.5     3.55   4.194   0.0130
   41.5     3.55   4.221   0.0111
   41.6     3.49   4.248   0.0130
   41.7     3.50   4.275   0.0078
   41.8     3.52   4.302   0.0094
   41.9     3.44   4.329   0.0111
   42.0     3.49   4.356   0.0121
   42.0     3.43   4.383   0.0149
   42.1     3.39   4.410   0.0136
   42.2     3.39   4.437   0.0131
   42.1     3.27   4.464   0.0166
   42.3     3.31   4.490   0.0148
   42.3     3.29   4.517   0.0137
   42.4     3.36   4.544   0.0143
   42.5     3.35   4.571   0.0130
   42.6     3.29   4.598   0.0169
   42.7     3.31   4.624   0.0135
   42.8     3.38   4.651   0.0227
   42.9     3.28   4.678   0.0183
   42.9     3.31   4.705   0.0202
   43.0     3.30   4.732   0.0206
   43.1     3.25   4.758   0.0211
   43.1     3.19   4.785   0.0150
   43.2     3.21   4.812   0.0179
   43.2     3.18   4.839   0.0160
   43.3     3.18   4.866   0.0175
   43.3     3.17   4.893   0.0193
   43.4     3.17   4.920   0.0204
   43.5     3.16   4.947   0.0203
   43.6     3.13   4.974   0.0255
   43.7     3.10   5.001   0.0223
   43.7     3.13   5.028   0.0209
   43.8     3.15   5.055   0.0208
   43.8     3.11   5.081   0.0213
   43.8     3.08   5.108   0.0217
   43.8     3.04   5.135   0.0238
   43.9     3.06   5.162   0.0211
   44.0     3.09   5.189   0.0208
   44.1     3.05   5.215   0.0229
   44.2     3.03   5.242   0.0206
   44.3     3.06   5.268   0.0239
   44.2     3.00   5.295   0.0229
   44.2     2.99   5.322   0.0240
   44.3     2.96   5.349   0.0247
   44.4     3.02   5.376   0.0269
   44.6     3.01   5.403   0.0281
   44.6     2.94   5.429   0.0237
   44.6     2.88   5.456   0.0231
   44.6     2.91   5.483   0.0255
   44.7     2.88   5.510   0.0258
   44.6     2.73   5.538   0.0231
   44.6     2.71   5.564   0.0254
   44.8     2.78   5.591   0.0253
   44.9     2.88   5.617   0.0278
   44.8     2.76   5.644   0.0283
   45.1     2.85   5.671   0.0245
   45.1     2.88   5.698   0.0297
   45.1     2.83   5.725   0.0260
   45.0     2.75   5.752   0.0277
   45.2     2.78   5.778   0.0286
   45.2     2.78   5.806   0.0279
   45.2     2.71   5.833   0.0257
   45.3     2.75   5.860   0.0241
   45.3     2.79   5.886   0.0273
   45.4     2.78   5.913   0.0244
   45.4     2.76   5.940   0.0255
   45.4     2.72   5.967   0.0284
   45.4     2.71   5.994   0.0269
   45.5     2.80   6.021   0.0257
   45.6     2.71   6.048   0.0194
   45.7     2.78   6.075   0.0249
   45.8     2.79   6.102   0.0238
   45.7     2.71   6.129   0.0232
